DIC_UID;DIC_Berufe;DIC_Lebewesen;DIC_Ortschaft;DIC_Gewässer;DIC_Berge
1314;Administrateur forestier;Ramtilla;Châtel-sur-Montsalvens;;
1315;Administrateur immobilier;Ratanhia;Corbières;;
1316;Administrateur scolaire;Roquette;Villarvolard;;
1317;Administrateur social;Rumex;Crésuz;;
1318;Administrateur système ICT;Losange;Echarlens;;
1319;Administrateur TED;Rauwolfia;Grandvillard;;
1320;Administrateur Web;Reckhölderle;Gruyères;;
1321;Administrationsassistent;Herbe aux hérons;Pringy;;
1322;Administrationsleiter;Bec de héron;Epagny;;
1323;Administrationssekretär;Herbe à bec de héron;Moléson-sur-Gruyères;;
1324;Administrativer Assistent;Riz;Hauteville;;
1325;Administrativer Dienstchef (nicht Direktionsmitglied);radis noir;Jaun;;
1326;Administrativer Dienstchef (öffentlicher Dienst, Direktionsmitglied);Rhubarbe;Im Fang;;
1327;Advokat;Rhododendron;Marsens;;
1328;Advokat LL.M;Langue d'oie;Vuippens;;
1329;Aerobiclehrer;Souci des jardins;Morlon;;
1330;Aerologe;Ricin;Le Pâquier-Montbarry;;
1331;Aerologo;Seigle;Pont-la-Ville;;
1332;Aérologue;Rose;Riaz;;
1333;Aeronauta;Chou de Bruxelles;La Roche FR;;
1334;Aéronaute;Laurier rose;Sâles (Gruyère);;
1335;Aeronautiker;Romarin;Maules;;
1336;Aeropalinologo;Bruyère de romarin;Romanens;;
1337;Aeropalynologe;Marronnier d'Inde;Treyfayes;;
1338;Aéropalynologue;Trèfle rouge;Rueyres-Treyfayes;;
1339;Aerospace Engineer;Renouée;Sorens;;
1340;Aerospace Engineer;Renouée du Japon;Vaulruz;;
1341;Aerospace Engineer;Ruprechtkraut;Vuadens;;
1342;Aérostier;Sabadille;Estavannens;;
1343;Aerostiere;Sabal;Villars-sous-Mont;;
1344;Affilatore di metalli;Séneçon;Enney;;
1345;Affilatore di superfici per scorrimento;Sadeau;Charmey (Gruyère);;
1346;Affilatore di utensili;Carthame;Cerniat FR;;
1347;Affilatore, orologeria;Safran;Autigny;;
1348;Affinatore (industria casearia e lattiera);Saw Palmetto;Corjolens;;
1349;Affinatore di metalli;Sauge;Avry-sur-Matran;;
1350;Affinatore di metalli (tempratura);Mandarine à feuilles de sauge;Belfaux;;
1351;Affinatore di metalli preziosi;Peuplier velours;Autafond;;
1352;Affinatore di vetro;Sandarak;Chénens;;
1353;Affineur;Argousier;Corminboeuf;;
1354;Affineur de métal;Laîche des sables;Chésopelloz;;
1355;Affineur de métaux précieux;Sanicule;Cottens FR;;
1356;Affineur de verre;Herbe de santa;Ferpicloz;;
1357;Affossatore;Salsepareille;Fribourg;;
1358;Affumicatore;Sassafras;Bourguillon;;
1359;Affumicatore di carne;Oseille;Givisiez;;
1360;Affumicatore di pesce;Oseille;Granges-Paccot;;
1361;Affûteur de métal;Herbe grasse;Grolley;;
1362;Affûteur d'instruments;Prêle;Marly;;
1363;Affûteur d'outils;Achillée millefeuille;Matran;;
1364;Affûteur, horlogerie;échalote;Neyruz FR;;
1365;Africanista;Scarole;Pierrafortscha;;
1366;Africaniste;Semblable;Nierlet-les-Bois;;
1367;Afrikanist;Faux cyprès;Ponthaux;;
1368;Agent agro-commercial;Pavot somnifère;Le Mouret;;
1369;Agent artistique;Herbe à battre;Essert FR;;
1370;Agent commercial;Renouée du Serpent;Montévraz;;
1371;Agent commercial à la poste;Herbe aux serpents;Oberried FR;;
1372;Agent commercial dans les transports;Racine de serpent;Zénauva;;
1373;Agent commercial de fiduciaire;Prunellier;Bonnefontaine;;
1374;Agent commercial de l'imprimerie;Prunellier;Treyvaux;;
1375;Agent commercial en assurances;Gypsophile;Villars-sur-Glâne;;
1376;Agent commercial en réassurance;gypsophile;Villarsel-sur-Marly;;
1377;Agent d'accueil et de surveillance;Primevère d'Autriche;Posieux;;
1378;Agent d'affaires;Crassulacée;Ecuvillens;;
1379;Agent d'artiste;Pied-de-biche;Lentigny;;
1380;Agent d'assurances;Schmiele;Onnens FR;;
1381;Agent d'assurances (underwriter);Boule de neige;Lovens;;
1382;Agent d'aviation;Boule de neige;Lossy;;
1383;Agent de banque;Perce-neige;La Corbaz;;
1384;Agent de bourse;Fleur coupée;Cormagens;;
1385;Agent de brevets;Chélidoine;Formangueires;;
1386;Agent de change;Racine d'écaille;Villarlod;;
1387;Agent de concerts;hirondelle;Rueyres-St-Laurent;;
1388;Agent de détention;Nigelle;Estavayer-le-Gibloux;;
1389;Agent de distribution;Salade de porc;Villarsel-le-Gibloux;;
1390;Agent de douane;Iris;Vuisternens-en-Ogoz;;
1391;Agent de film;Laîche;Farvagny-le-Grand;;
1392;Agent de gare;Soie;Farvagny-le-Petit;;
1393;Agent de joueurs;Daphné;Grenilles;;
1394;Agent de la circulation;Saponaire;Posat;;
1395;Agent de la police aérienne;Écorce de savon;Corpataux;;
1396;Agent de la police cantonale;Céleri;Magnedens;;
1397;Agent de la police communale;Senega;Rossens FR;;
1398;Agent de la police criminelle;Moutarde;Prez-vers-Noréaz;;
1399;Agent de maintenance;Séné;Corserey;;
1400;Agent de maintenance d'appareils informatiques;Sésame;Noréaz;;
1401;Agent de placement;Feuille d'argent;Senèdes;;
1402;Agent de placement du personnel;Thaler d'argent;Ependes FR;;
1403;Agent de planning;Racine d'argent;Arconciel;;
1404;Agent de police;Simse;Courgevaux;;
1405;Agent de police de district;Simaruba;Villarepos;;
1406;Agent de police de la navigation;Sitter;Pensier;;
1407;Agent de police de la sûreté;Fleur de chaussette;Barberêche;;
1408;Agent de police de la ville;Adonis d'été;Courtepin;;
1409;Agent de police de l'autoroute;Tournesol;Wallenried;;
1410;Agent de pompes funèbres;Héliotrope;Courtaman;;
1411;Agent de probation pénale;Hélianthème;Cressier FR;;
1412;Agent de processus;Rosée du soleil;Fräschels;;
1413;Agent de propreté;Asperge;Greng;;
1414;Agent de relations publiques;Speierling;Cordast;;
1415;Agent de sécurité;Bourdaine;Guschelmuth;;
1416;Agent de sécurité d'aéroport;épine-vinette;Wallenbuch;;
1417;Agent de sécurité de l'information;Plantain lancéolé;Gurmels;;
1418;Agent de service d'escale;Concombre à éclabousser;Kleingurmels;;
1419;Agent de trafic;Plante vivace;Liebistorf;;
1420;Agent de trafic aérien;Datura;Kerzers;;
1421;Agent de train;Houx;Kleinbösingen;;
1422;Agent de transport;Civette des rochers;Meyriez;;
1423;Agent de transport et logistique;Chêne vert;Misery;;
1424;Agent de transport par route;Mélilot;Cormérod;;
1425;Agent de transports publics;stellaire;Courtion;;
1426;Agent de vente;Pensée sauvage;Cournillens;;
1427;Agent de voyages;Rose trémière;Muntelier;;
1428;Agent d'encaissement;Bec de cigogne;Clavaleyres;;
1429;Agent d'entretien de bateaux;Strenze;Jeuss;;
1430;Agent d'entretien en assainissement;Immortelle;Salvenach;;
1431;Agent des méthodes;Fleur d'étudiant;Courlevon;;
1432;Agent d'expédition;Hémérocalle;Gempenach;;
1433;Agent d'exploitation;Styrax;Büchslen;;
1434;Agent d'exploitation (manutention);Botryche des marais;Lurtigen;;
1435;Agent d'exploitation (manutention), service d'exploitation;Eperon des marais;Murten;;
1436;Agent d'exploitation (manutention), service domestique;Herbe douce;Galmiz;;
1437;Agent d'exploitation, industrie de la métallurgie et des machines;Syzygium;Ried b. Kerzers;;
1438;Agent d'exportation;Tabac;Agriswil;;
1439;Agent d'immigration;Tagetes;Ulmiz;;
1440;Agent d'importation;Racine de taïga;Sugiez;;
1441;Agent d'information (documentation);Tamarin;Môtier (Vully);;
1442;Agent d'opérations aéroportuaires;Centaurée;Mur (Vully) FR;;
1443;Agent d'ordonnancement;Arbre du temple;Praz (Vully);;
1444;Agent du marketing;Abondance du diable;Lugnorre;;
1445;Agent du mouvement;Griffe du diable;Brünisried;;
1446;Agent du mouvement ferroviaire;Liseron du diable;Düdingen;;
1447;Agent en automatique;Thym;Giffers;;
1448;Agent en information documentaire;Belladone;Bösingen;;
1449;Agent en production chimique et pharmaceutique;Arbre de Tonca;Heitenried;;
1450;Agent en produits textiles;Topinambour;Plaffeien;;
1451;Agent en publicité;Tormentille;Oberschrot;;
1452;Agent fiduciaire;Traganthe;Schwarzsee;;
1453;Agent fiduciaire et conseiller fiscal;Herbe à raisin;Zumholz;;
1454;Agent fiduciaire immobilier;Bourdaine;Plasselb;;
1455;Agent financier;Tripmadam;Rechthalten;;
1456;Agent forestier;Fleur séchée;St. Silvester;;
1457;Agent général;Fleur de troll;St. Ursen;;
1458;Agent général d'assurances;Arbre à trompettes;Schmitten FR;;
1459;Agent immobilier;Tulipe;Tafers;;
1460;Agent juridique;Orme;St. Antoni;;
1461;Agent littéraire;Uzara;Alterswil FR;;
1462;Agent matrimonial;Violette d'Usambar [1];Tentlingen;;
1463;Agent principal d'assurances;Vallisnérie;Ueberstorf;;
1464;Agent professionnel de protection des personnes et des biens;Vanille;Flamatt;;
1465;Agent professionnel de sécurité;Violette;Wünnewil;;
1466;Agent professionnel de sécurité et de surveillance;Piège à mouches de Vénus;Attalens;;
1467;Agent réceptionnaire;Cheveux de Vénus;Tatroz;;
1468;Agent relation client;Verveine;Bossonnens;;
1469;Agent sportif;Myosotis;Châtel-St-Denis;;
1470;Agent technico-commercial;Renouée des oiseaux;Les Paccots;;
1471;Agent technique de fonderie;Mouron des oiseaux;Granges (Veveyse);;
1472;Agent technique de la conserverie;Genévrier;Remaufens;;
1473;Agent technique des matières synthétiques;Walch;St-Martin FR;;
1474;Agent technique d'exploitation;Pin sylvestre;Besencens;;
1475;Agent technique en broderie;Aspérule;Fiaugères;;
1476;Agente addetto agli incassi;Noyer;Semsales;;
1477;Agente al servizio immigrazione;Verruqueuse;Porsel;;
1478;Agente artistico;Wasabi;Pont (Veveyse);;
1479;Agente bancario;Piège à eau;Bouloz;;
1480;Agente commerciale;Fenouil d'eau;Le Crêt-près-Semsales;;
1481;Agente commerciale della posta;Jacinthe d'eau;La Verrerie;;
1482;Agente commerciale di fiduciaria;Châtaigne d'eau;Grattavache;;
1483;Agente commerciale di tipografia;Noix d'eau;Progens;;
1484;Agente commerciale di trasporti;Pied d'eau;Progens;;
1485;Agente commerciale in comunicazione e amministrazione;Poivre d'eau;Egerkingen;;
1486;Agente d'affari;Laitue d'eau;Härkingen;;
1487;Agente d'affari (fiduciario);Tuyau d'eau;Kestenholz;;
1488;Agente d'assicurazioni (Underwriter);Chicorée sauvage;Neuendorf;;
1489;Agente d'aviazione;Saule;Niederbuchsiten;;
1490;Agente dei trasporti pubblici;Poinsettia;Oberbuchsiten;;
1491;Agente del traffico;Aubépine;Oensingen;;
1492;Agente del traffico aereo;Langue blanche;Wolfwil;;
1493;Agente della circolazione;Blé;Aedermannsdorf;;
1494;Agente della polizia militare;Welwitschia;Balsthal;;
1495;Agente di assicurazione;Absinthe;Herbetswil;;
1496;Agente di borsa;Vesce;Holderbank SO;;
1497;Agente di brevetti;Widerbart;Laupersdorf;;
1498;Agente di brevetti (notaio);Fleur des prés;Matzendorf;;
1499;Agente di cambio;Trèfle des prés;Mümliswil;;
1500;Agente di cambio (divise);Potamot des prés;Ramiswil;;
1501;Agente di collocamento del personale;Reine des prés;Welschenrohr;;
1502;Agente di concerti;Plante des prés;Gänsbrunnen;;
1503;Agente di custodia;Liseron;Biezwil;;
1504;Agente di film;Aster d'hiver;Lüterkofen;;
1505;Agente di giocatori;Verge d'hiver;Ichertswil;;
1506;Agente di marketing;Euphorbe;Lüterswil;;
1507;Agente di polizia;Lycopode;Gächliwil;;
1508;Agente di polizia aerea;Linaigrette;Messen;;
1509;Agente di polizia autostradale;Fleur de vigne;Balm b. Messen;;
1510;Agente di polizia cantonale;Arbre miraculeux;Brunnenthal;;
1511;Agente di polizia comunale;Fleur miraculeuse;Oberramsern;;
1512;Agente di polizia criminale;Angélique des plaies;Schnottwil;;
1513;Agente di polizia della navigazione;Éponge à blessures;Unterramsern;;
1514;Agente di polizia di sicurezza;Fougère de vers;Nennigkofen;;
1515;Agente di polizia distrettuale;Igname de Chine;Lüsslingen;;
1516;Agente di polizia ferroviaria;Yohimbe;Tscheppach;;
1517;Agente di progettazione;Yucca;Hessigkofen;;
1518;Agente di pubblica sicurezza aeroportuale;Hysope;Bibern SO;;
1519;Agente di pubbliche relazioni;Rustine des dents;Gossliwil;;
1520;Agente di sicurezza;Racine dentaire;Küttigkofen;;
1521;Agente di stazione ferroviaria;Hamamélis;Brügglen;;
1522;Agente di trasporto;Rutabaga;Mühledorf SO;;
1523;Agente di vendita;Liseron des champs;Aetigkofen;;
1524;Agente distribuzione;Cèdre;Kyburg-Buchegg;;
1525;Agente doganale;Fleur ornementale;Aetingen;;
1526;Agente esportatore;Plante d'ornement;Brittern;;
1527;Agente finanziario;Haie d'ornement;Bättwil;;
1528;Agente generale;Arbuste d'ornement;Büren SO;;
1529;Agente generale d'assicurazioni;Cytise;Dornach;;
1530;Agente giuridico;Cimier;Gempen;;
1531;Agente immobiliare;Cinnamon;Hochwald;;
1532;Agente importatore;Zinnia;Flüh;;
1533;Agente in manutenzione di apparecchi informatici;Zinnée;Hofstetten SO;;
1534;Agente informativo;Zirmet;Mariastein;;
1535;Agente investigativo;Citronnier;Metzerlen;;
1536;Agente letterario;Herbe tremblante;Nuglar;;
1537;Agente matrimoniale;Gingembre;St. Pantaleon;;
1538;Agente operazioni aeroportuali;Canne à sucre;Rodersdorf;;
1539;Agente principale d'assicurazioni;Tige de sucre;Seewen SO;;
1540;Agente professionale della sicurezza e della sorveglianza;Sureau nain;Witterswil;;
1541;Agente professionale di protezione di persone e di beni;Prunier;Hauenstein;;
1542;Agente pubblicitario;Oignon;Kienberg;;
1543;Agente scortatreno;Deux feuilles;Lostorf;;
1544;Agente sportivo;cymbalaire;Niedergösgen;;
1545;Agente tecnico commerciale;Aal;Obergösgen;;
1546;Agente tecnico di fonderia;Aalmutter;Stüsslingen;;
1547;Agente tecnico di materie sintetiche;Aalrutte;Rohr b. Olten;;
1548;Aggiunto alle dogane;Aaskäfer;Trimbach;;
1549;Aggiunto del prefetto;Aberdeenrind;Winznau;;
1550;Aggiunto di direzione;Abraxas;Wisen SO;;
1551;Aggiunto di polizia;Abtrittsfliege;Erlinsbach SO;;
1552;Aggiunto giuridico;Abtrittsmücke;Aeschi SO;;
1553;Aggiunto guardia di frontiera;Achatschnecke;Burgäschi;;
1554;Aggiunto professore universitario;Ackerhummel;Steinhof SO;;
1555;Aggiunto Sales Promotion;Ackermaus;Biberist;;
1556;Aggiustatore attrezzista d'officina;Ackerschnecke;Bolken;;
1557;Aggiustatore di alesatrici;Addax;Deitingen;;
1558;Aggiustatore d'orologi;Addax;Derendingen;;
1559;Aggiustatore elettricista;Adeliepinguin;Etziken;;
1560;Agoge;Adiak;Gerlafingen;;
1561;Agopuntore;Adjutant;Halten;;
1562;Agraringenieur;Adler;Horriwil;;
1563;Agrarökonom;Adlerbussard;Hüniken;;
1564;Agrarpraktiker;Adlerechse;Kriegstetten;;
1565;Agrarpraktiker, Landwirtschaft;Adlerfisch;Lohn-Ammannsegg;;
1566;Agrarpraktiker, Spezialkulturen;Adlerfrerattvogel;Luterbach;;
1567;Agrarpraktiker, Weinbereitung;Adlerrochen;Obergerlafingen;;
1568;Agrartechniker;Admiral;Oekingen;;
1569;Agrarwirtschafter;Adria-Eidechse;Recherswil;;
1570;Agricoltore;Aeneasratte;Subingen;;
1571;Agricoltore Demeter;Ährenfisch;Zuchwil;;
1572;Agricoltore orticoltore;Ährenmaus;Hersiwil;;
1573;Agricoltore, agricoltura biologica;Ährenträgerpfau;Heinrichswil;;
1574;Agriculteur;Äsche;Winistorf;;
1575;Agriculteur Demeter;Äskulapnatter;Balmberg;;
1576;Agriculteur maraîcher bio;Affe;Oberbalmberg;;
1577;Agriculteur, agriculture biologique;Affendler;Balm b. Günsberg;;
1578;Agriculteur-maraîcher;Affenpinscher;Bellach;;
1579;Agrikulturingenieur;Afterrüssler;Bettlach;;
1580;Agrobiologe;Afterskorpion;Feldbrunnen;;
1581;Agrobiologiste;Agrion;Flumenthal;;
1582;Agrobiologo;Aguarachay;Grenchen;;
1583;Agrocommerçant;Agujaadler;Günsberg;;
1584;Agroeconomista;Aguti;Hubersdorf;;
1585;Agro-économiste;Ailanthusspinner;Kammersrohr;;
1586;Agroingegnere;Aitel;Langendorf;;
1587;Agroingenieur;Akalima;Lommiswil;;
1588;Agroingénieur;Akialoa;Oberdorf SO;;
1589;Agrokaufmann;Aktäonkäfer;Weissenstein b. Solothurn;;
1590;Agromécanicien;Akumba;Niederwil SO;;
1591;Agromeccanico;Aland;Riedholz;;
1592;Agromechaniker;Alandbleke;Rüttenen;;
1593;Agronom;Alaskabär;Selzach;;
1594;Agronome;Albatros;Boningen;;
1595;Agronomieforscher;Alectis;Däniken SO;;
1596;Agronomo;Alektoweber;Dulliken;;
1597;Agronomo ricercatore in agronomia;Alet;Wöschnau;;
1598;Agropraticien;Alfonsino;Eppenberg;;
1599;Agropraticien, agriculture;Alligator;Fulenbach;;
1600;Agropraticien, cultures spéciales;Alligatorhai;Gretzenbach;;
1601;Agropraticien, vinification;Alligatorsalamander;Gunzgen;;
1602;Agro-technicien;Almiqui;Hägendorf;;
1603;Agro-Techniker;Almizilero;Allerheiligenberg;;
1604;Agrotechnologe;Alpaka;Kappel SO;;
1605;Agro-technologue;Alpenbär;Olten;;
1606;Agrotecnico;Alpenbock;Rickenbach SO;;
1607;Ägyptologe;Alpenbraunelle;Schönenwerd;;
1608;AHV-Fachmann;Alpendohle;Starrkirch-Wil;;
1609;AHV-Kassenleiter;Alpenfledermaus;Walterswil SO;;
1610;AHV-Sachbearbeiter;Alpenkrähe;Wangen b. Olten;;
1611;AHV-Zweigstellenleiter;Alpenmauerläufer;Solothurn;;
1612;Aide (soignant) en gériatrie;Alpenmurmeltier;Bärschwil;;
1613;Aide à domicile (spitex);Alpenpfeifhase;Beinwil SO;;
1614;Aide à la personne;Alpensalamander;Breitenbach;;
1615;Aide à la sécurité aérienne;Alpenschneehase;Büsserach;;
1616;Aide à l'expédition des marchandises;Alpenschneehuhn;Erschwil;;
1617;Aide agricole;Alpensegler;Fehren;;
1618;Aide au service de livraison;Alpenspitzmaus;Grindel;;
1619;Aide aux soins de prophylaxie dentaire;Alpensteinbock;Himmelried;;
1620;Aide avicole;Alpenstrandläufer;Kleinlützel;;
1621;Aide boulanger-pâtissier;Alpenwolf;Meltingen;;
1622;Aide caviste;Alpenwühlmaus;Nunningen;;
1623;Aide confiseur;Amadine;Zullwil;;
1624;Aide dans un home de personnes âgées;Amazonenameise;Basel;;
1625;Aide d'atelier;Ameise;Basel;;
1626;Aide d'avocat;Ameisenbär;Basel;;
1627;Aide d'avocat et de notaire;Ameisenbeutler;Basel;;
1628;Aide de bibliothèque;Ameisenigel;Basel;;
1629;Aide de boucherie;Ameisenjungfern;Basel;;
1630;Aide de buanderie;Ameisenlöwe;Basel;;
1631;Aide de buffet;Ameisenvogel;Basel;;
1632;Aide de cafétéria;Ameisewespe;Basel;;
1633;Aide de camping;Amerikanischer Cocker Spaniel;Basel;;
1634;Aide de cantine;Amethiystschlange;Basel;;
1635;Aide de chauffage;Amherstfasan;Basel;;
1636;Aide de concierge;Amöbe;Basel;;
1637;Aide de crèche;Amsel;Bettingen;;
1638;Aide de cuisine;Anakonda;Riehen;;
1639;Aide de devoirs scolaires à domicile;Anconschaf;Aesch BL;;
1640;Aide de fonderie;Anchovis;Allschwil;;
1641;Aide de gare;Ancylus;Arlesheim;;
1642;Aide de home;Andenbär;Biel-Benken BL;;
1643;Aide de laboratoire dentaire;Andenhirsch;Bruderholz;;
1644;Aide de laboratoire d'hôpital;Anemonenfisch;Binningen;;
1645;Aide de laboratoire médical;Angler;Birsfelden;;
1646;Aide de laiterie;Angolahase;Bottmingen;;
1647;Aide de maison;Angorakaninchen;Ettingen;;
1648;Aide de ménage;Angoraziege;Münchenstein;;
1649;Aide de mensuration;Ani;Muttenz;;
1650;Aide de restaurant;Anoa;Oberwil BL;;
1651;Aide de salle d'opération;Anopheles;Pfeffingen;;
1652;Aide de soins à domicile (spitex);Ansauger;Reinach BL;;
1653;Aide de transport (samaritain);Anthus;Schönenbuch;;
1654;Aide d'école;Antilope;Therwil;;
1655;Aide d'entreprise;Anubis-Pavian;Blauen;;
1656;Aide d'exploitation agricole;Apatura;Brislach;;
1657;Aide d'exploitation CFF;Apella;Burg im Leimental;;
1658;Aide d'exploitation postale;Apfelblattlaus;Dittingen;;
1659;Aide documentaliste;Apfelblattsauger;Duggingen;;
1660;Aide domestique;Apfelwickler;Grellingen;;
1661;Aide éleveur de porcs;Apollofalter;Laufen;;
1662;Aide en bétonnage;Arakanga;Liesberg;;
1663;Aide en gériatrie;Arapaima;Liesberg Dorf;;
;Aide en hippothérapie;Arawana;Nenzlingen;;
;Aide en informatique;Archaeopteryx;Roggenburg;;
;Aide en médecine dentaire;Argali;Röschenz;;
;Aide en orthopédie;Argentinischer Stummelfuß;Wahlen b. Laufen;;
;Aide en pharmacie;Argonauta;Zwingen;;
;Aide en soins et accompagnement;Argusfasan;Arisdorf;;
;Aide en soins gynécologiques;Arizonasaurus;Augst BL;;
;Aide en technique du bâtiment;Arpiranga-Salmler;Bubendorf;;
;Aide en technique du bâtiment, chauffage;Aristoteles-Hai;Frenkendorf;;
;Aide en technique du bâtiment, ferblantier;Aristoteles-Hirsch;Füllinsdorf;;
;Aide en technique du bâtiment, sanitaire;Arkal;Giebenach;;
;Aide en technique du bâtiment, ventilation;Ammolch;Hersberg;;
;Aide fabricant de fenêtres;Arni;Lausen;;
;Aide familial;Aronstab-Frosch;Liestal;;
;Aide horticole;Aruliusbarbe;Lupsingen;;
;Aide hospitalier;Aschenhund;Pratteln;;
;Aide maraîcher;Aschkoko;Ramlinsburg;;
;Aide médical;Asinus;Seltisberg;;
;Aide paroissial;Aspis;Ziefen;;
;Aide postal;Aspisviper;Anwil;;
;Aide social de gare;Assala;Böckten;;
;Aide social en milieu familial;Assapan;Buckten;;
;Aide viticulteur;Assel;Buus;;
;Aide-anesthésiste;Asselspinne;Diepflingen;;
;Aide-arboriculteur;Asselspinner;Gelterkinden;;
;Aide-artisan;Astacus;Häfelfingen;;
;Aide-aviculteur;Atlasfink;Hemmiken;;
;Aide-boucher;Atlaslaubenvogel;Itingen;;
;Aide-boulanger;Atun;Känerkinden;;
;Aide-caissier;Auerhuhn;Kilchberg BL;;
;Aide-carreleur;Auerochse;Läufelfingen;;
